Name,Kilometers,Fuel_Clean,Price_clean,Year,Brand,Model,Features
2019 Mercedes-Benz CLA 200 D Urban Sport,44900,Diesel,2750000.0,2019,Mercedes-Benz,CLA,200 D Urban Sport
2017 Audi A6 35 TDI Matrix,43000,Diesel,2800000.0,2017,Audi,A6,35 TDI Matrix
2012 Audi Q5 2.0 TDI quattro,77000,Diesel,1700000.0,2012,Audi,Q5,2.0 TDI quattro
2024 MG Hector Plus Blackstorm 2.0 Turbo Diesel 7 STR,12200,Diesel,2250000.0,2024,MG,Hector Plus,Blackstorm 2.0 Turbo Diesel 7 STR
2014 BMW 3-Series 320d Prestige,27000,Diesel,1900000.0,2014,BMW,3-Series,320d Prestige
2017 Mercedes-Benz GLE 250 d,98000,Diesel,3000000.0,2017,Mercedes-Benz,GLE,250 d
2019 Audi A3 35 TDI Premium + Sunroof,12000,Diesel,2500000.0,2019,Audi,A3,35 TDI Premium + Sunroof
2014 Maserati Quattroporte Diesel,44000,Diesel,3500000.0,2014,Maserati,Quattroporte,Diesel
2013 Toyota Prado VX L,151000 ,Diesel,4200000.0,2013,Toyota,Prado,VX L
2018 BMW 3 Series GT 320d Sport Line [2014-2016],65800,Diesel,2600000.0,2018,BMW,3 Series,GT 320d Sport Line [2014-2016]
2024 Mercedes-Benz GLS 450d 4MATIC,10000,Diesel,12000000.0,2024,Mercedes-Benz,GLS,450d 4MATIC
2022 Mercedes-Benz S-Class S 350d,32200,Diesel,12500000.0,2022,Mercedes-Benz,S-Class,S 350d
2020 BMW X7 xDrive30d DPE Signature [2019-2020],117000 ,Diesel,7200000.0,2020,BMW,X7,xDrive30d DPE Signature [2019-2020]
2019 Mercedes-Benz E-Class E 220 d Avantgarde,100000 ,Diesel,3650000.0,2019,Mercedes-Benz,E-Class,E 220 d Avantgarde
2020 Mercedes-Benz GLE 300d 4MATIC LWB [2020-2023],61000,Diesel,5300000.0,2020,Mercedes-Benz,GLE,300d 4MATIC LWB [2020-2023]
2021 Hyundai Elite i20 Sportz 1.2 IVT [2020-2023],30578,Petrol,690000.0,2021,Hyundai,Elite i20,Sportz 1.2 IVT [2020-2023]
2024 BMW X5 xDrive30d M Sport,15000,Diesel,10500000.0,2024,BMW,X5,xDrive30d M Sport
2015 Mercedes-Benz S-Class S 350D [2018-2020],68000,Diesel,4000000.0,2015,Mercedes-Benz,S-Class,S 350D [2018-2020]
2017 Volvo S90 D4 Inscription,39000,Diesel,3000000.0,2017,Volvo,S90,D4 Inscription
2022 Jaguar F-type Coupe R-Dynamic 2.0 [2020-2023],5000,Petrol,12000000.0,2022,Jaguar,F-type,Coupe R-Dynamic 2.0 [2020-2023]
2023 Mahindra Thar LX Hard Top Petrol AT RWD [2023],20208,Petrol,1350000.0,2023,Mahindra,Thar,LX Hard Top Petrol AT RWD [2023]
2023 Hyundai Venue SX (O) 1.0 Turbo DCT,15000,Petrol,1250000.0,2023,Hyundai,Venue,SX (O) 1.0 Turbo DCT
2019 Tata Tiago Revotron XZ,9950,Petrol,446000.0,2019,Tata,Tiago,Revotron XZ
2022 Hyundai Grand i10 NIOS Sportz 1.2 Kappa VTVT,15000,Petrol,675000.0,2022,Hyundai,Grand i10 Nios,Sportz 1.2 Kappa VTVT
2016 Renault Kwid 1.0 RXT AMT Opt [2016-2019],61176,Petrol,327000.0,2016,Renault,Kwid,1.0 RXT AMT Opt [2016-2019]
2014 Maruti Suzuki Wagon R VXi,12000,Petrol,409999.0,2014,Maruti Suzuki,Wagon R,VXi
2013 Mercedes-Benz B-class B180,39000,Petrol,1250000.0,2013,Mercedes-Benz,B-class,B180
2019 Mercedes-Benz GLC 220d 4MATIC Progressive [2019-2021],51000,Diesel,4200000.0,2019,Mercedes-Benz,GLC,220d 4MATIC Progressive [2019-2021]
2018 Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],69000,Diesel,3750000.0,2018,Mercedes-Benz,E-Class,E 350 d Exclusive [2017-2019]
2019 Volkswagen Tiguan AllSpace 2.0 TSI,77000,Petrol,1950000.0,2019,Volkswagen,Tiguan,AllSpace 2.0 TSI
2023 Honda City Hybrid eHEV ZX eHEV,25000,Petrol,1800000.0,2023,Honda,City,Hybrid eHEV ZX eHEV
2021 Mercedes-Benz C-Coupe 43 AMG 4MATIC,17000,Petrol,7500000.0,2021,Mercedes-Benz,C-Coupe,43 AMG 4MATIC
2014 Audi Q3 2.0 TDI Base Grade,76000,Diesel,1400000.0,2014,Audi,Q3,2.0 TDI Base Grade
2016 Renault Kwid 1.0 RXT AMT Opt,49305,Petrol,326000.0,2016,Renault,Kwid,1.0 RXT AMT Opt
2017 Renault Kwid 1.0 RXT AMT Opt [2016-2019],43707,Petrol,331000.0,2017,Renault,Kwid,1.0 RXT AMT Opt [2016-2019]
2019 Ford Ecosport Titanium 1.5L TDCi [2019-2020],40435,Diesel,731000.0,2019,Ford,Ecosport,Titanium 1.5L TDCi [2019-2020]
2018 Skoda Octavia RS,55000,Petrol,2850000.0,2018,Skoda,Octavia,RS
2016 Mercedes-Benz GLE Coupe 43 AMG 4Matic 2016,45000,Petrol,5700000.0,2016,Mercedes-Benz,GLE,Coupe 43 AMG 4Matic 2016
2019 Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],70000,Diesel,3800000.0,2019,Mercedes-Benz,E-Class,E 350 d Exclusive [2017-2019]
2022 Porsche Macan Base,25147,Petrol,7000000.0,2022,Porsche,Macan,Base
2018 Mini Cooper D 3 Door,37983,Diesel,2550000.0,2018,Mini,Cooper,D 3 Door
2025 Mahindra Thar Roxx AX7 L 2WD Diesel 2.2L Turbo Automatic,3877,Diesel,2395000.0,2025,Mahindra,Thar,Roxx AX7 L 2WD Diesel 2.2L Turbo Automatic
2022 Jeep Meridian Limited (O) 4X2 AT [2022],28000,Diesel,2499000.0,2022,Jeep,Meridian,Limited (O) 4X2 AT [2022]
2021 Kia Sonet GTX Plus 1.0 iMT [2020-2021],24297,Petrol,799000.0,2021,Kia,Sonet,GTX Plus 1.0 iMT [2020-2021]
2016 Renault Kwid RXL [2015-2019],72992,Petrol,262000.0,2016,Renault,Kwid,RXL [2015-2019]
2016 Mercedes-Benz GLS 350 d,147331 ,Diesel,3200000.0,2016,Mercedes-Benz,GLS,350 d
2021 Mercedes-Benz E-Class E 220d Exclusive,79000,Diesel,4800000.0,2021,Mercedes-Benz,E-Class,E 220d Exclusive
2016 Land Rover Discovery Sport HSE Luxury,126000 ,Diesel,1950000.0,2016,Land Rover,Discovery Sport,HSE Luxury
2023 Toyota Innova Hyrcross ZX Hybrid (Electric + Petrol) Automatic (e-CVT) 7 STR,25426,Petrol,3400000.0,2023,Toyota,Innova,Hyrcross ZX Hybrid (Electric + Petrol) Automatic (e-CVT) 7 STR
2020 Hyundai Elantra 2.0 SX (O) AT,101505 ,Petrol,1090000.0,2020,Hyundai,Elantra,2.0 SX (O) AT
2018 Maruti Suzuki Vitara Brezza ZDi Plus AGS,73745,Diesel,738000.0,2018,Maruti Suzuki,Vitara Brezza,ZDi Plus AGS
2019 Hyundai Verna Fluidic 1.6 VTVT SX,24832,Petrol,813000.0,2019,Hyundai,Verna,Fluidic 1.6 VTVT SX
2022 Mercedes-Benz E-Class E 220 d Avantgarde,20000,Diesel,5800000.0,2022,Mercedes-Benz,E-Class,E 220 d Avantgarde
2020 Mahindra XUV300 W8 (O) 1.5 Diesel AMT,17600,Diesel,925000.0,2020,Mahindra,XUV300,W8 (O) 1.5 Diesel AMT
2020 Kia Carnival Limousine Plus 7 STR,48000,Diesel,2799000.0,2020,Kia,Carnival,Limousine Plus 7 STR
2021 Toyota Innova Crysta ZX 2.4 AT 7 STR,77000,Diesel,2500000.0,2021,Toyota,Innova Crysta,ZX 2.4 AT 7 STR
2023 Kia Sonet HTK Plus 1.0 iMT [2020-2021],23000,Petrol,860000.0,2023,Kia,Sonet,HTK Plus 1.0 iMT [2020-2021]
2016 Volkswagen Jetta Highline TDI AT,90000,Diesel,900000.0,2016,Volkswagen,Jetta,Highline TDI AT
2021 Volkswagen T-Roc 1.5 TSI,48000,Petrol,1800000.0,2021,Volkswagen,T-Roc,1.5 TSI
2024 Audi Q5 Technology 45 TFSI [2021-2024],12000,Petrol,5950000.0,2024,Audi,Q5,Technology 45 TFSI [2021-2024]
2025 Toyota Innova Hycross ZX (O) Hybrid (Electric + Petrol) Automatic (e-CVT) 7 STR,5000,Petrol,3960000.0,2025,Toyota,Innova Hycross,ZX (O) Hybrid (Electric + Petrol) Automatic (e-CVT) 7 STR
2018 Renault Kwid RXL [2015-2019],57921,Petrol,292000.0,2018,Renault,Kwid,RXL [2015-2019]
2019 Jeep Compass Limited 1.4 Petrol AT [2017-2020],26000,Petrol,1750000.0,2019,Jeep,Compass,Limited 1.4 Petrol AT [2017-2020]
2015 Ford Ecosport Titanium 1.5L TDCi [2019-2020],73334,Diesel,538000.0,2015,Ford,Ecosport,Titanium 1.5L TDCi [2019-2020]
2021 Toyota Vellfire Hybrid,35000,Petrol,10300000.0,2021,Toyota,Vellfire,Hybrid
2018 Hyundai Creta 1.6 SX Plus AT Petrol,65000,Petrol,1150000.0,2018,Hyundai,Creta,1.6 SX Plus AT Petrol
2011 Skoda Fabia Ambition 1.2 TDI,104000 ,Diesel,350000.0,2011,Skoda,Fabia,Ambition 1.2 TDI
2019 Jeep Compass Limited 1.4 Petrol AT [2017-2020],26000,Petrol,1800000.0,2019,Jeep,Compass,Limited 1.4 Petrol AT [2017-2020]
2018 Jeep Compass Limited (O) 2.0 Diesel [2017-2020],67000,Diesel,1300000.0,2018,Jeep,Compass,Limited (O) 2.0 Diesel [2017-2020]
2021 Jeep Compass Limited (O) 2.0 Diesel [2017-2020],31000,Diesel,1575000.0,2021,Jeep,Compass,Limited (O) 2.0 Diesel [2017-2020]
2017 Jeep Compass Limited (O) 2.0 Diesel [2017-2020],70000,Diesel,1200000.0,2017,Jeep,Compass,Limited (O) 2.0 Diesel [2017-2020]
2013 Hyundai Santa Fe 4 WD (AT),105000 ,Diesel,950000.0,2013,Hyundai,Santa,Fe 4 WD (AT)
2014 Mercedes-Benz GL-Class 350 CDI,110000 ,Diesel,3100000.0,2014,Mercedes-Benz,GL-Class,350 CDI
2023 Renault Kwid RXT 1.0 AMT,26426,Petrol,448000.0,2023,Renault,Kwid,RXT 1.0 AMT
2021 Land Rover Range Rover Sport HSE 2.0 Petrol,70000,Petrol,7900000.0,2021,Land Rover,Range Rover Sport,HSE 2.0 Petrol
2023 Land Rover Range Rover SV LWB 3.0 Diesel,28000,Diesel,35000000.0,2023,Land Rover,Range Rover,SV LWB 3.0 Diesel
2018 Jaguar XJ 50,44000,Diesel,5500000.0,2018,Jaguar,XJ,50
2016 BMW X3 xDrive 20d Expedition,53000,Diesel,3300000.0,2016,BMW,X3,xDrive 20d Expedition
2016 Honda City VX CVT,67000,Petrol,725000.0,2016,Honda,City,VX CVT
2019 Honda City VX,23000,Petrol,825000.0,2019,Honda,City,VX
2021 Toyota Urban Cruiser High Grade AT,20000,Petrol,1000000.0,2021,Toyota,Urban Cruiser,High Grade AT
2023 Mahindra XUV700 AX7 Luxury Pack 2WD Petrol 2.0L Turbo Automatic 7 STR,23307,Petrol,2236000.0,2023,Mahindra,XUV700,AX7 Luxury Pack 2WD Petrol 2.0L Turbo Automatic 7 STR
2020 Kia Seltos HTK Plus 1.5 [2019-2020],33000,Petrol,900000.0,2020,Kia,Seltos,HTK Plus 1.5 [2019-2020]
2023 Maruti Suzuki Swift ZXi Plus AMT Dual Tone [2021-2023],24834,Petrol,784000.0,2023,Maruti Suzuki,Swift,ZXi Plus AMT Dual Tone [2021-2023]
2018 Jeep Compass Limited (O) 2.0 Diesel [2017-2020],59000,Diesel,1350000.0,2018,Jeep,Compass,Limited (O) 2.0 Diesel [2017-2020]
2016 Renault Kwid RXL [2015-2019],54819,Petrol,256999.0,2016,Renault,Kwid,RXL [2015-2019]
2021 Maruti Suzuki Swift ZXi [2021-2023],72301,Petrol,533000.0,2021,Maruti Suzuki,Swift,ZXi [2021-2023]
2018 Renault Kwid RXT Opt [2015-2019],41563,Petrol,331000.0,2018,Renault,Kwid,RXT Opt [2015-2019]
2016 Renault Kwid RXT [2015-2019],47230,Petrol,276000.0,2016,Renault,Kwid,RXT [2015-2019]
2021 Renault Kwid 1.0 RXT Opt [2016-2019],21408,Petrol,371000.0,2021,Renault,Kwid,1.0 RXT Opt [2016-2019]
2017 Volkswagen GTi 1.8 TSI,108000 ,Petrol,2300000.0,2017,Volkswagen,GTi,1.8 TSI
2022 Maruti Suzuki Ignis Alpha 1.2 AMT,18000,Petrol,640000.0,2022,Maruti Suzuki,Ignis,Alpha 1.2 AMT
2019 Renault Kwid RXT Opt,40707,Petrol,367000.0,2019,Renault,Kwid,RXT Opt
2023 Renault Kiger RXE MT,10000,Petrol,725000.0,2023,Renault,Kiger,RXE MT
2016 BMW 7-Series 730Ld M Sport,77000,Diesel,5300000.0,2016,BMW,7-Series,730Ld M Sport
2020 Maruti Suzuki Celerio ZXi,21000,Petrol,500000.0,2020,Maruti Suzuki,Celerio,ZXi
2019 Mercedes-Benz S-Class S 450,66000,Petrol,8300000.0,2019,Mercedes-Benz,S-Class,S 450
2014 Audi Q5 2.0 TDI quattro Premium,37000,Diesel,1950000.0,2014,Audi,Q5,2.0 TDI quattro Premium
2019 BMW 5-Series 520d Luxury Line [2017-2019],48900,Diesel,3200000.0,2019,BMW,5-Series,520d Luxury Line [2017-2019]
2016 Jaguar F-Pace Prestige Petrol,56000,Petrol,3500000.0,2016,Jaguar,F-Pace,Prestige Petrol
2021 Land Rover Range Rover Sport V6 HSE,60000,Petrol,6300000.0,2021,Land Rover,Range Rover Sport,V6 HSE
2013 Mini Cooper 1.6,60000,Petrol,1500000.0,2013,Mini,Cooper,1.6
2021 Volkswagen T-Roc 1.5 TSI,38000,Petrol,1975000.0,2021,Volkswagen,T-Roc,1.5 TSI
2018 Mercedes-Benz E-Class E 220 d Avantgarde,15500,Diesel,3800000.0,2018,Mercedes-Benz,E-Class,E 220 d Avantgarde
2022 Mini Cooper SE Charged Edition,9100,Electric,4100000.0,2022,Mini,Cooper,SE Charged Edition
2021 Land Rover Range Rover Velar 2.0 R-Dynamic HSE Diesel 180,83700,Diesel,6800000.0,2021,Land Rover,Range Rover Velar,2.0 R-Dynamic HSE Diesel 180
2014 Jaguar XF 2.2 Diesel Luxury,68000,Diesel,1800000.0,2014,Jaguar,XF,2.2 Diesel Luxury
2024 Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],19000,Diesel,8500000.0,2024,Mercedes-Benz,E-Class,E 350 d Exclusive [2017-2019]
2017 Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],51000,Diesel,3600000.0,2017,Mercedes-Benz,E-Class,E 350 d Exclusive [2017-2019]
2020 Land Rover Range Rover Sport SE 2.0 Petrol,66000,Petrol,6800000.0,2020,Land Rover,Range Rover Sport,SE 2.0 Petrol
2018 Mini Cooper S 3 Door [2018-2020],45800,Petrol,3000000.0,2018,Mini,Cooper,S 3 Door [2018-2020]
2024 Mercedes-Benz E-Class E220d [2024-2025],4000,Diesel,7800000.0,2024,Mercedes-Benz,E-Class,E220d [2024-2025]
2019 Audi A6 35 TDI Matrix,67700,Diesel,2750000.0,2019,Audi,A6,35 TDI Matrix
2013 Audi Q3 2.0 TDI Base Grade,74400,Diesel,1100000.0,2013,Audi,Q3,2.0 TDI Base Grade
2021 Hyundai Elite i20 Sportz 1.2 IVT [2020-2023],28000,Petrol,690000.0,2021,Hyundai,Elite i20,Sportz 1.2 IVT [2020-2023]
2016 Toyota Camry Hybrid [2015-2017],106404 ,Petrol,975000.0,2016,Toyota,Camry,Hybrid [2015-2017]
2022 Jeep Compass Model S (O) 2.0 Diesel [2021],28000,Diesel,1900000.0,2022,Jeep,Compass,Model S (O) 2.0 Diesel [2021]
2016 Volkswagen GTi 1.8 TSI,117000 ,Petrol,2400000.0,2016,Volkswagen,GTi,1.8 TSI
2013 Volvo S60 Kinetic D5,95000,Diesel,1800000.0,2013,Volvo,S60,Kinetic D5
2014 Land Rover Range Rover Sport SDV6 SE,103000 ,Diesel,3500000.0,2014,Land Rover,Range Rover Sport,SDV6 SE
2012 Bentley Continental GT V8,27000,Petrol,12000000.0,2012,Bentley,Continental,GT V8
2008 Hummer H3 SUV,36000,Petrol,5500000.0,2008,Hummer,H3,SUV
2018 Lamborghini Huracan LP 610-4,15000,Petrol,31500000.0,2018,Lamborghini,Huracan,LP 610-4
2018 Audi Q3 35 TDI quattro Technology,74000,Diesel,2200000.0,2018,Audi,Q3,35 TDI quattro Technology
2025 BMW X5 xDrive40i M Sport,2500,Petrol,10500000.0,2025,BMW,X5,xDrive40i M Sport
2024 MG Gloster Blackstorm 6 STR 2.0 Twin Turbo 4WD,8700,Diesel,4700000.0,2024,MG,Gloster,Blackstorm 6 STR 2.0 Twin Turbo 4WD
2024 BMW 7-Series 740i M Sport,21000,Petrol,13500000.0,2024,BMW,7-Series,740i M Sport
2017 Ford Mustang GT Fastback 5.0L v8,16000,Petrol,8700000.0,2017,Ford,Mustang,GT Fastback 5.0L v8
2016 BMW X5 xDrive 30d M Sport,84000,Diesel,3850000.0,2016,BMW,X5,xDrive 30d M Sport
2020 Mercedes-Benz S-Class S 450,66000,Petrol,8500000.0,2020,Mercedes-Benz,S-Class,S 450
2017 Mercedes-Benz GLS 350 d,55000,Diesel,5000000.0,2017,Mercedes-Benz,GLS,350 d
2022 BMW 5-Series 520d Luxury Line,42000,Diesel,5600000.0,2022,BMW,5-Series,520d Luxury Line
2022 BMW 5-Series 520d Luxury Line,29000,Diesel,6000000.0,2022,BMW,5-Series,520d Luxury Line
2016 BMW 7-Series 730 Ld Signature,77000,Diesel,5000000.0,2016,BMW,7-Series,730 Ld Signature
2020 Mercedes-Benz GLE 300d 4MATIC LWB [2020-2023],64000,Diesel,5500000.0,2020,Mercedes-Benz,GLE,300d 4MATIC LWB [2020-2023]
2022 BMW X1 sDrive20d xLine,20000,Diesel,3400000.0,2022,BMW,X1,sDrive20d xLine
2021 MG Hector Sharp 1.5 Petrol CVT,69000,Petrol,1500000.0,2021,MG,Hector,Sharp 1.5 Petrol CVT
2017 BMW 7-Series 730Ld DPE Signature,32000,Diesel,6000000.0,2017,BMW,7-Series,730Ld DPE Signature
2021 BMW X7 xDrive40i M Sport (Petrol),19500,Petrol,11000000.0,2021,BMW,X7,xDrive40i M Sport (Petrol)
2024 BMW 5-Series 530Li M Sport (Aluminium Satinated),10000,Petrol,7000000.0,2024,BMW,5-Series,530Li M Sport (Aluminium Satinated)
2023 Volvo XC60 B5 Ultimate,36000,Petrol,5950000.0,2023,Volvo,XC60,B5 Ultimate
2022 Mercedes-Benz GLA 220d AMG Line 4MATIC [2021-2023],30000,Diesel,5000000.0,2022,Mercedes-Benz,GLA,220d AMG Line 4MATIC [2021-2023]
2022 Mini Cooper SE 3-Door,3800,Electric,3800000.0,2022,Mini,Cooper,SE 3-Door
2021 BMW 5-Series 530d M Sport,50000,Diesel,5500000.0,2021,BMW,5-Series,530d M Sport
2020 BMW X6 xDrive40i M Sport [2020-2023],53000,Petrol,8500000.0,2020,BMW,X6,xDrive40i M Sport [2020-2023]
2020 Mercedes-Benz G-Class G 63 AMG,13000,Petrol,31000000.0,2020,Mercedes-Benz,G-Class,G 63 AMG
2023 Skoda Slavia Style 1.5L TSI DSG,18000,Petrol,1800000.0,2023,Skoda,Slavia,Style 1.5L TSI DSG
2019 Porsche 911 Carrera S,7500,Petrol,21000000.0,2019,Porsche,911,Carrera S
2020 BMW X4 xDrive30i M Sport X,87000,Petrol,4200000.0,2020,BMW,X4,xDrive30i M Sport X
2016 BMW X6 xDrive40d M Sport,104000 ,Diesel,3500000.0,2016,BMW,X6,xDrive40d M Sport
2022 Jaguar F-type Coupe R-Dynamic 2.0 [2020-2023],5000,Petrol,11900000.0,2022,Jaguar,F-type,Coupe R-Dynamic 2.0 [2020-2023]
2024 BMW 3 Series Gran Limousine 330Li M Sport,20000,Petrol,5200000.0,2024,BMW,3 Series,Gran Limousine 330Li M Sport
2022 Audi Q3 40 TFSI Premium Plus [2022-2024],10000,Petrol,4200000.0,2022,Audi,Q3,40 TFSI Premium Plus [2022-2024]
2021 BMW 3 Series Gran Limousine 330Li M Sport First Edition,29000,Petrol,3500000.0,2021,BMW,3 Series,Gran Limousine 330Li M Sport First Edition
2022 Porsche Macan S [2019-2020],26000,Petrol,6900000.0,2022,Porsche,Macan,S [2019-2020]
2020 BMW 5-Series 520d Luxury Line,83000,Diesel,3750000.0,2020,BMW,5-Series,520d Luxury Line
2015 Mercedes-Benz GLA 200 CDI Style,74000,Diesel,1789999.0,2015,Mercedes-Benz,GLA,200 CDI Style
2023 BMW iX xDrive 40,16500,Electric,9000000.0,2023,BMW,iX,xDrive 40
2023 BMW i4 eDrive40,2000,Electric,6000000.0,2023,BMW,i4,eDrive40
2019 Lamborghini Urus Twin-Turbo V8,28000,Petrol,40000000.0,2019,Lamborghini,Urus,Twin-Turbo V8
2024 MG Gloster Savvy 7 STR 2.0 Turbo 2WD,6000,Diesel,4750000.0,2024,MG,Gloster,Savvy 7 STR 2.0 Turbo 2WD
2017 BMW 7-Series 730Ld DPE Signature,111500 ,Diesel,3490000.0,2017,BMW,7-Series,730Ld DPE Signature
2020 BMW 7-Series 730Ld DPE Signature,32000,Diesel,8500000.0,2020,BMW,7-Series,730Ld DPE Signature
2022 Mercedes-Benz E-Class E 350d AMG Line,52000,Diesel,6200000.0,2022,Mercedes-Benz,E-Class,E 350d AMG Line
2019 BMW X3 xDrive 20d Luxury Line [2018-2020],43000,Diesel,4200000.0,2019,BMW,X3,xDrive 20d Luxury Line [2018-2020]
2021 Audi Q8 55 TFSI quattro,45000,Petrol,7000000.0,2021,Audi,Q8,55 TFSI quattro
2023 Land Rover Range Rover Velar S R-Dynamic 2.0 Diesel,29000,Diesel,8200000.0,2023,Land Rover,Range Rover Velar,S R-Dynamic 2.0 Diesel
2023 MG ZS EV Excite Pro,7600,Electric,2000000.0,2023,MG,ZS,EV Excite Pro
2025 Mahindra Be 6 Pack Two 59.0 kWh No Charger,100,Electric,4000000.0,2025,Mahindra,Be,6 Pack Two 59.0 kWh No Charger
2023 Jeep Wrangler Rubicon,8000,Petrol,7300000.0,2023,Jeep,Wrangler,Rubicon
2023 Kia Seltos HTX 1.5 Diesel AT,39000,Diesel,1530000.0,2023,Kia,Seltos,HTX 1.5 Diesel AT
2024 Toyota Innova Hycross ZX (O) Hybrid (Electric + Petrol) Automatic (e-CVT) 7 STR,12000,Petrol,3550000.0,2024,Toyota,Innova Hycross,ZX (O) Hybrid (Electric + Petrol) Automatic (e-CVT) 7 STR
2021 Toyota Innova Crysta 2.4 G 8 STR [2016-2017],67000,Diesel,2050000.0,2021,Toyota,Innova Crysta,2.4 G 8 STR [2016-2017]
2023 Hyundai Creta S Plus 1.5 Petrol Knight,27000,Petrol,1260000.0,2023,Hyundai,Creta,S Plus 1.5 Petrol Knight
2019 Mercedes-Benz GLC 220d 4MATIC Progressive [2019-2021],51000,Diesel,4100000.0,2019,Mercedes-Benz,GLC,220d 4MATIC Progressive [2019-2021]
2021 Skoda Superb L&K TSI AT,29000,Petrol,2890000.0,2021,Skoda,Superb,L&K TSI AT
2016 Volkswagen Vento Highline 1.2 (P) AT,65000,Petrol,550000.0,2016,Volkswagen,Vento,Highline 1.2 (P) AT
2021 Toyota Innova Crysta GX 2.4 AT 7 STR,78000,Diesel,2190000.0,2021,Toyota,Innova Crysta,GX 2.4 AT 7 STR
2024 Mercedes-Benz E-Class E 220 d Avantgarde,4000,Diesel,7750000.0,2024,Mercedes-Benz,E-Class,E 220 d Avantgarde
2021 Mercedes-Benz E-Class E 200 Expression,14000,Petrol,4350000.0,2021,Mercedes-Benz,E-Class,E 200 Expression
2020 Jeep Compass Limited Plus 2.0 Diesel 4x4 AT,42000,Diesel,1850000.0,2020,Jeep,Compass,Limited Plus 2.0 Diesel 4x4 AT
2023 Honda Elevate ZX MT [2023-2025],32000,Petrol,1450000.0,2023,Honda,Elevate,ZX MT [2023-2025]
2023 Volkswagen Virtus GT Plus 1.5 TSI EVO DSG,25000,Petrol,1650000.0,2023,Volkswagen,Virtus,GT Plus 1.5 TSI EVO DSG
2022 Skoda Kushaq Style 1.5L TSI DSG (6 Airbags),24000,Petrol,1330000.0,2022,Skoda,Kushaq,Style 1.5L TSI DSG (6 Airbags)
2022 MG Astor Savvy 1.5 CVT Ivory [2023-2024],20000,Petrol,1375000.0,2022,MG,Astor,Savvy 1.5 CVT Ivory [2023-2024]
2023 Audi A4 Premium 40 TFSI [2021-2024],15000,Petrol,3300000.0,2023,Audi,A4,Premium 40 TFSI [2021-2024]
2021 Jaguar I-Pace SE,26000,Electric,7000000.0,2021,Jaguar,I-Pace,SE
2024 Citroen C3 Shine 1.2 Turbo Dual Tone,19000,Petrol,650000.0,2024,Citroen,C3,Shine 1.2 Turbo Dual Tone
2021 Audi RS5 Sportback [2021-2024],16000,Petrol,8500000.0,2021,Audi,RS5,Sportback [2021-2024]
2023 Hyundai Creta SX 1.5 Petrol [2020-2022],7000,Petrol,1425000.0,2023,Hyundai,Creta,SX 1.5 Petrol [2020-2022]
2020 Mercedes-Benz GLE 300d 4MATIC LWB [2020-2023],64000,Diesel,5700000.0,2020,Mercedes-Benz,GLE,300d 4MATIC LWB [2020-2023]
2018 Mercedes-Benz E-Class E 220 d Avantgarde,55000,Diesel,3700000.0,2018,Mercedes-Benz,E-Class,E 220 d Avantgarde
2020 Hyundai Creta SX (O) 1.5 Diesel Automatic [2020-2022],60000,Diesel,1475000.0,2020,Hyundai,Creta,SX (O) 1.5 Diesel Automatic [2020-2022]
2021 MG Hector Plus Sharp 1.5 Petrol Turbo CVT 6-STR,34000,Petrol,1375000.0,2021,MG,Hector Plus,Sharp 1.5 Petrol Turbo CVT 6-STR
2017 Jeep Compass Sport 2.0 Diesel,64000,Diesel,975000.0,2017,Jeep,Compass,Sport 2.0 Diesel
2018 Mini Countryman Cooper S [2020-2021],36000,Petrol,3000000.0,2018,Mini,Countryman,Cooper S [2020-2021]
2012 BMW 3-Series 320d Prestige,50000,Diesel,1170000.0,2012,BMW,3-Series,320d Prestige
2023 Mercedes-Benz GLE 300d 4MATIC LWB [2020-2023],12000,Diesel,7900000.0,2023,Mercedes-Benz,GLE,300d 4MATIC LWB [2020-2023]
2015 Mercedes-Benz GLE 350 d,69000,Diesel,2850000.0,2015,Mercedes-Benz,GLE,350 d
2023 MG Astor Super 1.5 CVT [2021-2023],14000,Petrol,1215000.0,2023,MG,Astor,Super 1.5 CVT [2021-2023]
2014 Honda City SV CVT,48000,Petrol,595000.0,2014,Honda,City,SV CVT
2018 Maruti Suzuki Ignis Delta 1.2 MT,18000,Petrol,550000.0,2018,Maruti Suzuki,Ignis,Delta 1.2 MT
2018 Maruti Suzuki Celerio ZXi AMT [2017-2019],15000,Petrol,525000.0,2018,Maruti Suzuki,Celerio,ZXi AMT [2017-2019]
2020 BMW 3-Series 330i Sport Line,34000,Petrol,3800000.0,2020,BMW,3-Series,330i Sport Line
2018 Mini Countryman Cooper S [2020-2021],36000,Petrol,3150000.0,2018,Mini,Countryman,Cooper S [2020-2021]
2017 BMW X5 xDrive 30d,60700,Diesel,3950000.0,2017,BMW,X5,xDrive 30d
2020 Mercedes-Benz GLC 220d 4MATIC Progressive [2019-2021],38300,Diesel,4500000.0,2020,Mercedes-Benz,GLC,220d 4MATIC Progressive [2019-2021]
2016 BMW X3 xDrive 30d M Sport [2015-2017],62000,Diesel,3000000.0,2016,BMW,X3,xDrive 30d M Sport [2015-2017]
